session_key,user_id,date,hour,weekday,weekday_ko,weekday_no,phase,creative,creative_label,ad_set,device,os,os_family,city,language,is_arrival,is_anyclick,is_action,is_cta,is_reserve,is_message,is_call,is_menu_view,is_dead_click,is_rage_click,is_nav,is_menu_tab,is_menu_group,is_view_menu,is_directions,is_lang_switch,is_privacy
507,6409,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,4057,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,5469,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,715,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,6733,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,6953,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,255,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,4008,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,4382,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,5780,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,5780,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,5528,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,117,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3397,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
521,390,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,3763,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,3193,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,6284,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,3865,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,3167,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,5052,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,7993,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,4206,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1319,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,6229,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,3514,2026-07-21,13,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2515,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,550,2026-07-21,13,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,7933,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,7955,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,6822,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,6466,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,3238,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,7646,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Ho Chi Minh City,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,4194,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,7842,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2039,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,3998,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,6642,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,798,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2272,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,4816,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,4083,2026-07-21,14,Tue,화,2,1차,(none),광고 외 직접 유입,광고 외,desktop,Chrome,Windows,Hanoi,Vietnamese,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
550,6874,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,1321,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,7410,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,3425,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,3233,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,7812,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,5915,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,491,2026-07-21,14,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,3300,2026-07-21,14,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,742,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1251,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2115,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2220,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,6540,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,4936,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,255,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,3941,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2023,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2106,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,4992,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2926,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,4767,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,6094,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,6155,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,4886,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Ho Chi Minh City,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,6543,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Thanh Xuân,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,6867,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,7028,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3255,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,6037,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,607,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,7221,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2873,2026-07-21,15,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2109,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,7222,2026-07-21,15,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1696,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,5177,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,5344,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,7294,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,7965,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1554,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,98,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2538,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1673,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,4868,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,7028,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,3510,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,5705,2026-07-21,16,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,4768,2026-07-21,16,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,6979,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,5052,2026-07-21,17,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,6155,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,5177,2026-07-21,17,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,1950,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,4485,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1132,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,6363,2026-07-21,17,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,3766,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2962,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,4497,2026-07-21,17,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,7679,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,7222,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2033,2026-07-21,17,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,4083,2026-07-21,17,Tue,화,2,1차,(none),광고 외 직접 유입,광고 외,desktop,Chrome,Windows,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,4367,2026-07-21,17,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,3823,2026-07-21,18,Tue,화,2,1차,(none),광고 외 직접 유입,광고 외,desktop,Chrome,Windows,Ho Chi Minh City,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,5705,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,7749,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,579,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,3779,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,4083,2026-07-21,18,Tue,화,2,1차,(none),광고 외 직접 유입,광고 외,desktop,Chrome,Windows,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,5321,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,desktop,Chrome,Windows,Hanoi,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,5506,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Instagram,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,3339,2026-07-21,18,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
624,6180,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,4270,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2205,2026-07-21,18,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,3766,2026-07-21,18,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,3021,2026-07-21,18,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,246,2026-07-21,18,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,6489,2026-07-21,19,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,1743,2026-07-21,19,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2473,2026-07-21,19,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Vinh,Vietnamese,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,212,2026-07-21,19,Tue,화,2,1차,business_taste,비즈니스 × 맛 (영상),business,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,6519,2026-07-21,19,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,iOS,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,3745,2026-07-21,19,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,desktop,Chrome,Windows,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,776,2026-07-21,19,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,6098,2026-07-21,19,Tue,화,2,1차,family_taste,가족 × 맛 (영상),family,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,3188,2026-07-21,19,Tue,화,2,1차,business_space_carousel,비즈니스 × 공간 (캐러셀),business,mobile,Facebook,Android,Hanoi,Vietnamese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
